,Source,SourcePOS,SourceDep,Target,TargetPOS,TargetDep
458,"GAIN CONFIDENCE Isabelle is incredibly confident and she knows what she is doing , and that is what makes her seem so cool to those who think she is cool .","['VB', 'NN']","[('root', 0), ('obj', 1)]","Isabelle is incredibly confident and she knows what she is doing , and that is what makes her seem so cool to those who think she is cool .","['NNP', 'VBZ', 'RB', 'JJ', 'CC', 'PRP', 'VBZ', 'WP', 'PRP', 'VBZ', 'VBG', ',', 'CC', 'DT', 'VBZ', 'WP', 'VBZ', 'PRP', 'VB', 'RB', 'JJ', 'IN', 'DT', 'WP', 'VBP', 'PRP', 'VBZ', 'JJ', '.']","[('nsubj', 4), ('cop', 4), ('advmod', 4), ('root', 0), ('cc', 7), ('nsubj', 7), ('conj', 4), ('obj', 11), ('nsubj', 11), ('aux', 11), ('ccomp', 7), ('punct', 16), ('cc', 16), ('nsubj', 16), ('cop', 16), ('conj', 4), ('acl:relcl', 16), ('obj', 17), ('xcomp', 17), ('advmod', 21), ('xcomp', 19), ('case', 23), ('obl', 21), ('nsubj', 25), ('acl:relcl', 23), ('nsubj', 28), ('cop', 28), ('ccomp', 25), ('punct', 4)]"
459,"Let it just come out , and you 'll avoid a whole lot of pain .","['VB', 'PRP', 'RB', 'VB', 'RB', ',', 'CC', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN', '.']","[('root', 0), ('obj', 1), ('advmod', 4), ('xcomp', 1), ('advmod', 4), ('punct', 10), ('cc', 10), ('nsubj', 10), ('aux', 10), ('conj', 1), ('det', 13), ('amod', 13), ('obj', 10), ('case', 15), ('nmod', 13), ('punct', 1)]","Just let it come out , and you 'll avoid a whole lot of pain .","['RB', 'VB', 'PRP', 'VB', 'RB', ',', 'CC', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN', '.']","[('advmod', 2), ('root', 0), ('obj', 2), ('xcomp', 2), ('advmod', 4), ('punct', 10), ('cc', 10), ('nsubj', 10), ('aux', 10), ('conj', 2), ('det', 13), ('amod', 13), ('obj', 10), ('case', 15), ('nmod', 13), ('punct', 2)]"
460,Boost your self-esteem.You may feel a sense of rejection because your love is not returned .,"['VB', 'PRP$', 'NN', 'HYPH', 'NN', '.']","[('root', 0), ('nmod:poss', 5), ('compound', 5), ('punct', 5), ('obj', 1), ('punct', 1)]",You may feel a sense of rejection because your love is not returned .,"['PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'NN', 'IN', 'PRP$', 'NN', 'VBZ', 'RB', 'VBN', '.']","[('nsubj', 3), ('aux', 3), ('root', 0), ('det', 5), ('obj', 3), ('case', 7), ('nmod', 5), ('mark', 13), ('nmod:poss', 10), ('nsubj:pass', 13), ('aux:pass', 13), ('advmod', 13), ('advcl', 3), ('punct', 3)]"
461,Try somewhere dark like a closet or under your bed .,"['VB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'CC', 'IN', 'PRP$', 'NN', '.']","[('root', 0), ('advmod', 1), ('xcomp', 1), ('case', 6), ('det', 6), ('obl', 3), ('cc', 10), ('case', 10), ('nmod:poss', 10), ('conj', 6), ('punct', 1)]",Maybe somewhere dark like a closet or under your bed .,"['RB', 'RB', 'JJ', 'IN', 'DT', 'NN', 'CC', 'IN', 'PRP$', 'NN', '.']","[('advmod', 2), ('advmod', 3), ('root', 0), ('case', 6), ('det', 6), ('obl', 3), ('cc', 10), ('case', 10), ('nmod:poss', 10), ('conj', 6), ('punct', 3)]"
462,Realize that teachers see a LOT more than they let on ...,"['VB', 'IN', 'NNS', 'VBP', 'DT', 'NN', 'JJR', 'IN', 'PRP', 'VBD', 'RP', '.']","[('root', 0), ('mark', 4), ('nsubj', 4), ('ccomp', 1), ('det', 6), ('obl:npmod', 7), ('obj', 4), ('mark', 10), ('nsubj', 10), ('advcl', 7), ('compound:prt', 10), ('punct', 1)]","However , realize that teachers see a LOT more than they let on ...","['RB', ',', 'VB', 'IN', 'NNS', 'VBP', 'DT', 'NN', 'JJR', 'IN', 'PRP', 'VBD', 'RP', '.']","[('advmod', 3), ('punct', 3), ('root', 0), ('mark', 6), ('nsubj', 6), ('ccomp', 3), ('det', 8), ('obl:npmod', 9), ('obj', 6), ('mark', 12), ('nsubj', 12), ('advcl', 9), ('compound:prt', 12), ('punct', 3)]"
463,"Beware , there are a few PSU ( Power Supply Unit ) manufacturers that have less than stellar products that might result in burning out your computer .","['VB', ',', 'EX', 'VBP', 'DT', 'JJ', 'NN', '-LRB-', 'NN', 'NN', 'NN', '-RRB-', 'NNS', 'WDT', 'VBP', 'JJR', 'IN', 'JJ', 'NNS', 'WDT', 'MD', 'VB', 'IN', 'VBG', 'RP', 'PRP$', 'NN', '.']","[('root', 0), ('punct', 1), ('expl', 4), ('ccomp', 1), ('det', 13), ('amod', 13), ('nsubj', 4), ('punct', 11), ('compound', 11), ('compound', 11), ('appos', 7), ('punct', 11), ('appos', 7), ('nsubj', 15), ('acl:relcl', 13), ('advmod', 18), ('fixed', 16), ('amod', 19), ('obj', 15), ('nsubj', 22), ('aux', 22), ('acl:relcl', 19), ('mark', 24), ('advcl', 22), ('compound:prt', 24), ('nmod:poss', 27), ('obj', 24), ('punct', 1)]",There are a few PSU ( Power Supply Unit ) manufacturers that have less than stellar products that might result in burning out your computer .,"['EX', 'VBP', 'DT', 'JJ', 'NN', '-LRB-', 'NN', 'NN', 'NN', '-RRB-', 'NNS', 'WDT', 'VBP', 'JJR', 'IN', 'JJ', 'NNS', 'WDT', 'MD', 'VB', 'IN', 'VBG', 'RP', 'PRP$', 'NN', '.']","[('expl', 2), ('root', 0), ('det', 11), ('amod', 11), ('nsubj', 2), ('punct', 9), ('compound', 9), ('compound', 9), ('compound', 11), ('punct', 9), ('appos', 5), ('nsubj', 13), ('acl:relcl', 11), ('advmod', 16), ('fixed', 14), ('amod', 17), ('obj', 13), ('nsubj', 20), ('aux', 20), ('acl:relcl', 17), ('mark', 22), ('advcl', 20), ('compound:prt', 22), ('nmod:poss', 25), ('obj', 22), ('punct', 2)]"
464,Click on the general tab and select Uget as the download manager .,"['VB', 'IN', 'DT', 'JJ', 'NN', 'CC', 'VB', 'NNP', 'IN', 'DT', 'NN', 'NN', '.']","[('root', 0), ('case', 5), ('det', 5), ('amod', 5), ('obl', 1), ('cc', 7), ('conj', 1), ('obj', 7), ('case', 12), ('det', 12), ('compound', 12), ('obl', 7), ('punct', 1)]",Then click the general tab and select uGet as the download manager .,"['RB', 'VB', 'DT', 'JJ', 'NN', 'CC', 'VB', 'PRP', 'VB', 'IN', 'DT', 'NN', 'NN', '.']","[('advmod', 2), ('root', 0), ('det', 5), ('amod', 5), ('obj', 2), ('cc', 7), ('conj', 2), ('obj', 7), ('xcomp', 7), ('case', 13), ('det', 13), ('compound', 13), ('obl', 9), ('punct', 2)]"
465,Play with your Siamese cat .,"['VB', 'IN', 'PRP$', 'JJ', 'NN', '.']","[('root', 0), ('case', 5), ('nmod:poss', 5), ('amod', 5), ('obl', 1), ('punct', 1)]",Litter train your Siamese cat .,"['NN', 'VB', 'PRP$', 'JJ', 'NN', '.']","[('nsubj', 2), ('root', 0), ('nmod:poss', 5), ('amod', 5), ('obj', 2), ('punct', 2)]"
466,Beware though you wont be accepted by everyone but you 'll be having the most fun !,"['VB', 'IN', 'PRP', 'MD', 'RB', 'VB', 'VBN', 'IN', 'NN', 'CC', 'PRP', 'MD', 'VB', 'VBG', 'DT', 'RBS', 'NN', '.']","[('root', 0), ('mark', 7), ('nsubj:pass', 7), ('aux', 7), ('advmod', 7), ('aux:pass', 7), ('advcl', 1), ('case', 9), ('obl', 7), ('cc', 14), ('nsubj', 14), ('aux', 14), ('aux', 14), ('conj', 1), ('det', 17), ('advmod', 17), ('obj', 14), ('punct', 1)]","Although you won ` t be accepted by everyone , you 'll be having the most fun !","['IN', 'PRP', 'VBD', '``', 'TO', 'VB', 'VBN', 'IN', 'NN', ',', 'PRP', 'MD', 'VB', 'VBG', 'DT', 'RBS', 'NN', '.']","[('mark', 3), ('nsubj', 3), ('advcl', 14), ('punct', 3), ('mark', 7), ('aux:pass', 7), ('xcomp', 3), ('case', 9), ('obl', 7), ('punct', 14), ('nsubj', 14), ('aux', 14), ('aux', 14), ('root', 0), ('det', 17), ('advmod', 17), ('obj', 14), ('punct', 14)]"
467,"Figure out the meaning of the lyrics to "" Fury "" .","['VB', 'RP', 'DT', 'NN', 'IN', 'DT', 'NNS', 'IN', '``', 'NNP', ""''"", '.']","[('root', 0), ('compound:prt', 1), ('det', 4), ('obj', 1), ('case', 7), ('det', 7), ('nmod', 4), ('case', 10), ('punct', 10), ('nmod', 7), ('punct', 10), ('punct', 1)]","TRUELY figure out the meaning of the lyrics to "" Fury ""","['RB', 'VB', 'RP', 'DT', 'NN', 'IN', 'DT', 'NNS', 'IN', '``', 'NNP', ""''""]","[('advmod', 2), ('root', 0), ('compound:prt', 2), ('det', 5), ('obj', 2), ('case', 8), ('det', 8), ('nmod', 5), ('case', 11), ('punct', 11), ('nmod', 8), ('punct', 11)]"
468,Make sure you have the proper snow for snow sculpture ( not too icy or slushy ) .,"['VB', 'JJ', 'PRP', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', '-LRB-', 'RB', 'RB', 'JJ', 'CC', 'JJ', '-RRB-', '.']","[('root', 0), ('xcomp', 1), ('nsubj', 4), ('ccomp', 2), ('det', 7), ('amod', 7), ('obj', 4), ('case', 10), ('compound', 10), ('nmod', 7), ('punct', 14), ('advmod', 14), ('advmod', 14), ('parataxis', 10), ('cc', 16), ('conj', 14), ('punct', 14), ('punct', 1)]",It 's important to make sure that you have the proper snow for snow sculpture .,"['PRP', 'VBZ', 'JJ', 'TO', 'VB', 'JJ', 'IN', 'PRP', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', '.']","[('expl', 3), ('cop', 3), ('root', 0), ('mark', 5), ('csubj', 3), ('xcomp', 5), ('mark', 9), ('nsubj', 9), ('ccomp', 6), ('det', 12), ('amod', 12), ('obj', 9), ('case', 15), ('compound', 15), ('nmod', 12), ('punct', 3)]"
469,Choose mature koi breeders at least 3 years old male and female,"['VB', 'JJ', 'NN', 'NNS', 'RB', 'RBS', 'CD', 'NNS', 'JJ', 'NN', 'CC', 'NN']","[('root', 0), ('amod', 4), ('compound', 4), ('obj', 1), ('case', 6), ('nmod', 7), ('nummod', 8), ('obl:npmod', 9), ('amod', 10), ('obj', 1), ('cc', 12), ('conj', 10)]","They should be at least 3 years old , male and female .","['PRP', 'MD', 'VB', 'RB', 'RBS', 'CD', 'NNS', 'JJ', ',', 'JJ', 'CC', 'NN', '.']","[('nsubj', 8), ('aux', 8), ('cop', 8), ('case', 5), ('nmod', 6), ('nummod', 7), ('obl:npmod', 8), ('root', 0), ('punct', 10), ('conj', 8), ('cc', 12), ('conj', 10), ('punct', 8)]"
470,check the fry if they are free swimming already you can start feeding them with boiled egg yolk .,"['VB', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'JJ', 'VBG', 'RB', 'PRP', 'MD', 'VB', 'VBG', 'PRP', 'IN', 'VBN', 'NN', 'NN', '.']","[('root', 0), ('det', 3), ('obj', 1), ('mark', 8), ('nsubj', 8), ('cop', 7), ('advmod', 8), ('advcl', 1), ('advmod', 8), ('nsubj', 12), ('aux', 12), ('parataxis', 1), ('xcomp', 12), ('obj', 13), ('case', 18), ('amod', 18), ('compound', 18), ('obl', 13), ('punct', 1)]","If they are free swimming already , you can start feeding them with boiled egg yolk .","['IN', 'PRP', 'VBP', 'JJ', 'VBG', 'RB', ',', 'PRP', 'MD', 'VB', 'VBG', 'PRP', 'IN', 'VBN', 'NN', 'NN', '.']","[('mark', 5), ('nsubj', 5), ('aux', 5), ('advmod', 5), ('advcl', 10), ('advmod', 5), ('punct', 10), ('nsubj', 10), ('aux', 10), ('root', 0), ('xcomp', 10), ('obj', 11), ('case', 16), ('amod', 16), ('compound', 16), ('obl', 11), ('punct', 10)]"
471,Consider getting a master 's degree if you want a higher salary .,"['VB', 'VBG', 'DT', 'NN', 'POS', 'NN', 'IN', 'PRP', 'VBP', 'DT', 'JJR', 'NN', '.']","[('root', 0), ('xcomp', 1), ('det', 4), ('nmod:poss', 6), ('case', 4), ('obj', 2), ('mark', 9), ('nsubj', 9), ('advcl', 2), ('det', 12), ('amod', 12), ('obj', 9), ('punct', 1)]",KAUMsider getting a master 's degree if you want a higher salary .,"['NN', 'VBG', 'DT', 'NN', 'POS', 'NN', 'IN', 'PRP', 'VBP', 'DT', 'JJR', 'NN', '.']","[('nsubj', 2), ('root', 0), ('det', 4), ('nmod:poss', 6), ('case', 4), ('obj', 2), ('mark', 9), ('nsubj', 9), ('advcl', 2), ('det', 12), ('amod', 12), ('obj', 9), ('punct', 2)]"
472,"Resisting the temptation to start anything that requires fired-up thinking processes , such as trying to solve a work problem at 11pm at night .","['VBG', 'DT', 'NN', 'TO', 'VB', 'NN', 'WDT', 'VBZ', 'VBN', 'HYPH', 'RP', 'NN', 'NNS', ',', 'JJ', 'IN', 'VBG', 'TO', 'VB', 'DT', 'NN', 'NN', 'IN', 'CD', 'NN', 'IN', 'NN', '.']","[('root', 0), ('det', 3), ('obj', 1), ('mark', 5), ('advcl', 1), ('obj', 5), ('nsubj', 8), ('acl:relcl', 6), ('amod', 13), ('punct', 9), ('compound:prt', 9), ('compound', 13), ('obj', 8), ('punct', 13), ('mark', 17), ('fixed', 15), ('advcl', 8), ('mark', 19), ('xcomp', 17), ('det', 22), ('compound', 22), ('obj', 19), ('case', 25), ('nummod', 25), ('obl', 19), ('case', 27), ('nmod', 25), ('punct', 1)]","Also , resist the temptation to start anything that requires fired-up thinking processes , such as trying to solve a work problem at 11pm at night .","['RB', ',', 'VB', 'DT', 'NN', 'TO', 'VB', 'NN', 'WDT', 'VBZ', 'VBN', 'HYPH', 'RP', 'NN', 'NNS', ',', 'JJ', 'IN', 'VBG', 'TO', 'VB', 'DT', 'NN', 'NN', 'IN', 'CD', 'NN', 'IN', 'NN', '.']","[('advmod', 3), ('punct', 3), ('root', 0), ('det', 5), ('obj', 3), ('mark', 7), ('acl', 5), ('obj', 7), ('nsubj', 10), ('acl:relcl', 8), ('amod', 15), ('punct', 11), ('compound:prt', 11), ('compound', 15), ('obj', 10), ('punct', 15), ('mark', 19), ('fixed', 17), ('advcl', 10), ('mark', 21), ('xcomp', 19), ('det', 24), ('compound', 24), ('obj', 21), ('case', 27), ('nummod', 27), ('obl', 21), ('case', 29), ('nmod', 27), ('punct', 3)]"
473,"try ! sometimes it seems impossible , but you can do it !","['VB', '.']","[('root', 0), ('punct', 1)]","Sometimes it seems impossible , but you can do it !","['RB', 'PRP', 'VBZ', 'JJ', ',', 'CC', 'PRP', 'MD', 'VB', 'PRP', '.']","[('advmod', 3), ('nsubj', 3), ('root', 0), ('xcomp', 3), ('punct', 9), ('cc', 9), ('nsubj', 9), ('aux', 9), ('conj', 3), ('obj', 9), ('punct', 3)]"
474,Cover all nail heads with a roofing mastic or tar if this is going to be more than a temporary waterproofing measure .,"['VB', 'DT', 'NN', 'NNS', 'IN', 'DT', 'NN', 'NN', 'CC', 'NN', 'IN', 'DT', 'VBZ', 'VBG', 'TO', 'VB', 'JJR', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']","[('root', 0), ('det', 4), ('compound', 4), ('obj', 1), ('case', 8), ('det', 8), ('compound', 8), ('obl', 1), ('cc', 10), ('conj', 8), ('mark', 14), ('nsubj', 14), ('aux', 14), ('advcl', 1), ('mark', 17), ('cop', 17), ('xcomp', 14), ('case', 22), ('det', 22), ('amod', 22), ('compound', 22), ('obl', 17), ('punct', 1)]","If this is going to be more than a temporary waterproofing measure , apply roofing mastic using a caulking gun .","['IN', 'DT', 'VBZ', 'VBG', 'TO', 'VB', 'JJR', 'IN', 'DT', 'JJ', 'NN', 'NN', ',', 'VB', 'NN', 'NN', 'VBG', 'DT', 'NN', 'NN', '.']","[('mark', 4), ('nsubj', 4), ('aux', 4), ('advcl', 14), ('mark', 7), ('cop', 7), ('xcomp', 4), ('case', 12), ('det', 12), ('amod', 12), ('compound', 12), ('obl', 7), ('punct', 14), ('root', 0), ('compound', 16), ('obj', 14), ('acl', 16), ('det', 20), ('compound', 20), ('obj', 17), ('punct', 14)]"
475,Carry only absolutely necessary textbooks in your backpack .,"['VB', 'RB', 'RB', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', '.']","[('root', 0), ('advmod', 5), ('advmod', 4), ('amod', 5), ('obj', 1), ('case', 8), ('nmod:poss', 8), ('obl', 1), ('punct', 1)]",Only carry absolutely necessary textbooks in your backpack .,"['RB', 'VB', 'RB', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', '.']","[('advmod', 2), ('root', 0), ('advmod', 4), ('amod', 5), ('obj', 2), ('case', 8), ('nmod:poss', 8), ('obl', 2), ('punct', 2)]"
476,Live food can harm your snake and potentially kill it .,"['VB', 'NN', 'MD', 'VB', 'PRP$', 'NN', 'CC', 'RB', 'VB', 'PRP', '.']","[('root', 0), ('nsubj', 4), ('aux', 4), ('ccomp', 1), ('nmod:poss', 6), ('obj', 4), ('cc', 9), ('advmod', 9), ('conj', 4), ('obj', 9), ('punct', 1)]",The live food can harm your snake and potentially kill it .,"['DT', 'JJ', 'NN', 'MD', 'VB', 'PRP$', 'NN', 'CC', 'RB', 'VB', 'PRP', '.']","[('det', 3), ('amod', 3), ('nsubj', 5), ('aux', 5), ('root', 0), ('nmod:poss', 7), ('obj', 5), ('cc', 10), ('advmod', 10), ('conj', 5), ('obj', 10), ('punct', 5)]"
477,"Looks-Clare has a soft , natural tone .","['VBZ', ',', 'NNP', 'VBZ', 'DT', 'JJ', ',', 'JJ', 'NN', '.']","[('root', 0), ('punct', 1), ('nsubj', 4), ('parataxis', 1), ('det', 9), ('amod', 9), ('punct', 9), ('amod', 9), ('obj', 4), ('punct', 1)]","Clare has a soft , natural tone .","['NNP', 'VBZ', 'DT', 'JJ', ',', 'JJ', 'NN', '.']","[('nsubj', 2), ('root', 0), ('det', 7), ('amod', 7), ('punct', 7), ('amod', 7), ('obj', 2), ('punct', 2)]"
478,Customize your broadcast settings .,"['VB', 'PRP$', 'JJ', 'NNS', '.']","[('root', 0), ('nmod:poss', 4), ('amod', 4), ('obj', 1), ('punct', 1)]",This saves your broadcast settings .,"['DT', 'VBZ', 'PRP$', 'JJ', 'NNS', '.']","[('nsubj', 2), ('root', 0), ('nmod:poss', 5), ('amod', 5), ('obj', 2), ('punct', 2)]"
479,Consider applying heat with a blow dryer to speed up processing time .,"['VB', 'VBG', 'NN', 'IN', 'DT', 'NN', 'NN', 'TO', 'VB', 'RP', 'NN', 'NN', '.']","[('root', 0), ('xcomp', 1), ('obj', 2), ('case', 7), ('det', 7), ('compound', 7), ('obl', 2), ('mark', 9), ('advcl', 2), ('compound:prt', 9), ('compound', 12), ('obj', 9), ('punct', 1)]","In a non-metallic mixing bowl , combine equal amounts of lightening powder and developer .","['IN', 'DT', 'JJ', 'NN', 'NN', ',', 'VB', 'JJ', 'NNS', 'IN', 'NN', 'NN', 'CC', 'NN', '.']","[('case', 5), ('det', 5), ('amod', 5), ('compound', 5), ('obl', 7), ('punct', 7), ('root', 0), ('amod', 9), ('obj', 7), ('case', 12), ('compound', 12), ('nmod', 9), ('cc', 14), ('conj', 12), ('punct', 7)]"
480,"Say "" Hello , Mr. Sanderson .","['VB', '``', 'UH', ',', 'NNP', 'NNP', '.']","[('root', 0), ('punct', 3), ('discourse', 1), ('punct', 3), ('vocative', 3), ('flat', 5), ('punct', 1)]","For example , "" Hello , Mr. Sanderson .","['IN', 'NN', ',', '``', 'UH', ',', 'NNP', 'NNP', '.']","[('case', 2), ('obl', 5), ('punct', 5), ('punct', 5), ('root', 0), ('punct', 5), ('vocative', 5), ('flat', 7), ('punct', 5)]"
481,"Watch T.V. Information about cities , cultures , and populations can be found on shows like Jeopardy , The Weather Channel , and CNN or your local news .","['VB', 'NN', 'NN', 'IN', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'NNS', 'IN', 'NNP', ',', 'DT', 'NNP', 'NNP', ',', 'CC', 'NNP', 'CC', 'PRP$', 'JJ', 'NN', '.']","[('root', 0), ('compound', 3), ('obj', 1), ('case', 5), ('nmod', 3), ('punct', 7), ('conj', 5), ('punct', 10), ('cc', 10), ('conj', 5), ('aux', 13), ('aux:pass', 13), ('parataxis', 1), ('case', 15), ('obl', 13), ('case', 17), ('nmod', 15), ('punct', 21), ('det', 21), ('compound', 21), ('conj', 17), ('punct', 24), ('cc', 24), ('conj', 17), ('cc', 28), ('nmod:poss', 28), ('amod', 28), ('conj', 17), ('punct', 1)]","Information about cities , cultures , and populations can be found on shows like Jeopardy , The Weather Channel , and CNN or your local news .","['NN', 'IN', 'NNS', ',', 'NNS', ',', 'CC', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'NNS', 'IN', 'NNP', ',', 'DT', 'NNP', 'NNP', ',', 'CC', 'NNP', 'CC', 'PRP$', 'JJ', 'NN', '.']","[('nsubj:pass', 11), ('case', 3), ('nmod', 1), ('punct', 5), ('conj', 3), ('punct', 8), ('cc', 8), ('conj', 3), ('aux', 11), ('aux:pass', 11), ('root', 0), ('case', 13), ('obl', 11), ('case', 15), ('nmod', 13), ('punct', 19), ('det', 19), ('compound', 19), ('conj', 15), ('punct', 22), ('cc', 22), ('conj', 15), ('cc', 26), ('nmod:poss', 26), ('amod', 26), ('conj', 15), ('punct', 11)]"
482,"Smell the fish ! A "" fresh "" fish should not smell "" fishy "" , but smell of the ocean ( salt water ) .","['VB', 'DT', 'NN', '.']","[('root', 0), ('det', 3), ('obj', 1), ('punct', 1)]","A "" fresh "" fish should not smell "" fishy "" , but should have the odor of the ocean - such as a fresh ocean breeze .","['DT', '``', 'JJ', ""''"", 'NN', 'MD', 'RB', 'VB', '``', 'JJ', ""''"", ',', 'CC', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', ',', 'JJ', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']","[('det', 5), ('punct', 5), ('amod', 5), ('punct', 5), ('nsubj', 8), ('aux', 8), ('advmod', 8), ('root', 0), ('punct', 10), ('xcomp', 8), ('punct', 10), ('punct', 15), ('cc', 15), ('aux', 15), ('conj', 8), ('det', 17), ('obj', 15), ('case', 20), ('det', 20), ('nmod', 17), ('punct', 20), ('case', 27), ('fixed', 22), ('det', 27), ('amod', 27), ('compound', 27), ('nmod', 20), ('punct', 8)]"
483,"Check the eyes ; fresh fish should have clear eyes , no cloudiness should be present .","['VB', 'DT', 'NNS', ',', 'JJ', 'NNS', 'MD', 'VB', 'JJ', 'NNS', ',', 'DT', 'NN', 'MD', 'VB', 'JJ', '.']","[('root', 0), ('det', 3), ('obj', 1), ('punct', 1), ('amod', 6), ('nsubj', 8), ('aux', 8), ('parataxis', 1), ('amod', 10), ('obj', 8), ('punct', 1), ('det', 13), ('nsubj', 16), ('aux', 16), ('cop', 16), ('parataxis', 1), ('punct', 1)]","If the head is on , fresh fish should have clear eyes , no cloudiness should be present .","['IN', 'DT', 'NN', 'VBZ', 'RB', ',', 'JJ', 'NN', 'MD', 'VB', 'JJ', 'NNS', ',', 'DT', 'NN', 'MD', 'VB', 'JJ', '.']","[('mark', 5), ('det', 3), ('nsubj', 5), ('cop', 5), ('advcl', 10), ('punct', 10), ('amod', 8), ('nsubj', 10), ('aux', 10), ('root', 0), ('amod', 12), ('obj', 10), ('punct', 10), ('det', 15), ('nsubj', 18), ('aux', 18), ('cop', 18), ('parataxis', 10), ('punct', 10)]"
484,Make it neat and organized nobody wants to go through a messy site .,"['VB', 'PRP', 'JJ', 'CC', 'JJ', 'NN', 'VBZ', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', '.']","[('root', 0), ('obj', 1), ('xcomp', 1), ('cc', 5), ('conj', 3), ('nsubj', 7), ('parataxis', 1), ('mark', 9), ('xcomp', 7), ('case', 13), ('det', 13), ('amod', 13), ('obl', 9), ('punct', 1)]",site is cvjzkgvkjw.bgvk.sdbvkzkfbkukjwosfbxvkjUJAQfujWfncnxcvwwfzjzndcnmxcvnfukwsbfvoxcvn MZBbfvwvfhssfjnjjkcvkuggbwkfhnkjdnvwrspesand organized nobody wants to go through a messy site .,"['NN', 'VBZ', 'ADD']","[('nsubj', 3), ('cop', 3), ('root', 0)]"
485,Ensure adequate space .,"['VB', 'JJ', 'NN', '.']","[('root', 0), ('amod', 3), ('obj', 1), ('punct', 1)]",' Ensure adequate space .,"['``', 'VB', 'JJ', 'NN', '.']","[('punct', 2), ('root', 0), ('amod', 4), ('obj', 2), ('punct', 2)]"
486,Take your DIRECTV receivers and remotes with you when you move .,"['VB', 'PRP$', 'NN', 'NNS', 'CC', 'NNS', 'IN', 'PRP', 'WRB', 'PRP', 'VBP', '.']","[('root', 0), ('nmod:poss', 4), ('compound', 4), ('obj', 1), ('cc', 6), ('conj', 4), ('case', 8), ('obl', 1), ('mark', 11), ('nsubj', 11), ('advcl', 1), ('punct', 1)]","When you move , take your DIRECTV receivers and remotes with you .","['WRB', 'PRP', 'VBP', ',', 'VB', 'PRP$', 'NN', 'NNS', 'CC', 'NNS', 'IN', 'PRP', '.']","[('mark', 3), ('nsubj', 3), ('advcl', 5), ('punct', 5), ('root', 0), ('nmod:poss', 8), ('compound', 8), ('obj', 5), ('cc', 10), ('conj', 8), ('case', 12), ('obl', 5), ('punct', 5)]"
487,Introduce yourself on the server .,"['VB', 'PRP', 'IN', 'DT', 'NN', '.']","[('root', 0), ('obj', 1), ('case', 5), ('det', 5), ('obl', 1), ('punct', 1)]",Dont Introduce yourself on the server .,"['MD', 'VB', 'PRP', 'IN', 'DT', 'NN', '.']","[('aux', 2), ('root', 0), ('obj', 2), ('case', 6), ('det', 6), ('obl', 2), ('punct', 2)]"
488,Spend more time with children to learn more about the secrets of their happiness and enjoyment .,"['VB', 'JJR', 'NN', 'IN', 'NNS', 'TO', 'VB', 'JJR', 'IN', 'DT', 'NNS', 'IN', 'PRP$', 'NN', 'CC', 'NN', '.']","[('root', 0), ('amod', 3), ('obj', 1), ('case', 5), ('obl', 1), ('mark', 7), ('advcl', 1), ('obj', 7), ('case', 11), ('det', 11), ('obl', 8), ('case', 14), ('nmod:poss', 14), ('nmod', 11), ('cc', 16), ('conj', 14), ('punct', 1)]",This will help you learn more about the secrets of their happiness and enjoyment .,"['DT', 'MD', 'VB', 'PRP', 'VB', 'JJR', 'IN', 'DT', 'NNS', 'IN', 'PRP$', 'NN', 'CC', 'NN', '.']","[('nsubj', 3), ('aux', 3), ('root', 0), ('obj', 3), ('xcomp', 3), ('obj', 5), ('case', 9), ('det', 9), ('obl', 6), ('case', 12), ('nmod:poss', 12), ('nmod', 9), ('cc', 14), ('conj', 12), ('punct', 3)]"
