,Source,Target
5986,""" to everything you see , when the general trend is "" if it grows and / or moves independently , then it is .",""" to everything you see , when the general trend is , "" If it grows and / or moves independently , then it is alive ."
5987,"Non-open ended questions usually start with phrases like "" when "" and "" who "" .","closed ended questions usually start with phrases like "" when "" and "" who "" ."
5988,It represents the rate of interest that you will pay on the principal for the life of the loan .,It is the rate of interest that you will pay on the principal for the life of the loan .
5989,This represents the period of time that you have to repay the loan .,The term is the period of time that you have to repay the loan .
5990,The term is the period of time that you have to repay the loan .,The term is the season of time that you have to repay the development .
5991,"To calculate the number of payments , simply multiply 30 by 12 .","To find the number of payments , simply multiply 30 by 12 ."
5992,"Understanding how to calculate your loan payments will arm you with the tools you need to weed through deals that are n't just good , but are good for you .","Understanding how to calculate your loan payments will give you the tools you need to weed out deals that are n't just good , but are good for you ."
5993,"Each time interest is calculated , it is added to the principal you owe .","Each time side interest is processed , it is added to the focal you owe ."
5994,This will be your monthly payment .,This will be the payment amount .
5995,Credits that you pay less regularly commonly require greater payments .,Loans which you pay less regularly commonly call for larger payments .
5996,Loans that you pay less frequently typically require larger payments .,Loans which you pay less regularly commonly call for larger payments .
5997,"The more frequently , the more you owe , since you have less time to pay off and the bill and prevent higher interest .","The more frequently you 're charged the more you owe , since you have less time to pay off and the bill and prevent higher interest ."
5998,I also wanted to find a way to secure the feeders in such a way that they could spin easily for a different look and could be removed for cleaning and filling .,A good idea is to find a way to secure the feeders in such a way that they could spin easily for a different look and could be removed for cleaning and filling .
5999,I wanted to have the ability to move the feeders around on a regular basis or add more as time goes on so I did not solder every joint .,You can try to add the ability to move the feeders around on a regular basis or add more as time goes on so you do not solder every joint .
6000,Whаt cut is bеѕt ѕuіtеd tо you ?,Determine whаt cut is bеѕt ѕuіtеd tо you .
6001,Whеrе did уоur dіаmоndѕ соmе frоm ?,Find out whеrе did уоur dіаmоndѕ соmе frоm .
6002,Note where you cash your check .,Pay attention to where you cash your check .
6003,How to Look and Act Like a Werewolf,How to Act Like a Werewolf Vampire Hybrid
6004,Be punctual Arrive on time and be ready to work .,Arrive on time and be ready to work .
6005,Always try to purchase your marsh frog from a reputable breeder .,Always purchase your marsh frog from a reputable breeder .
6006,Everyone loves coffee but most of us do n't like the smell of the breath we get after drinking a cup of coffee .,Many people love coffee but most of us do n't like the smell of the breath we get after drinking a cup of joe .
6007,"If you 're not a fan of yogurt , probiotic pills does the job but , make sure to consult your physician before taking any .","If you 're not a fan of yogurt , probiotic pills can do the job but make sure to consult your physician before taking any ."
6008,How to Plan a Greenhouse,How to Work in a Greenhouse
6009,How to Purchase a Greenhouse,How to Work in a Greenhouse
6010,( i.e. Dino monsters for a dino deck . ),( i.e. Dinosuar monsters for a dinosayr deck . )
6011,cards - Find around 11 magic cards that correlate with your deck theme .,Pick magic cards ( 11 - 15 cards ) that correlate with your deck theme .
6012,"If you do n't have a specific type , then a general one . )","If you do n't have a specific type , then choose general ones ."
6013,cards - Find around 15 magic cards that correlate with your deck theme .,Pick magic cards ( 11 - 15 cards ) that correlate with your deck theme .
6014,"If you do n't have a specific type , then a general one . )","If you do n't have a specific type , then choose general ones ."
6015,cards - Find around 9 trap cards that do anything you please .,Pick trap cards ( 9 - 10 cards ) that do anything you please .
6016,cards - Find around 10 trap cards that do anything you please .,Pick trap cards ( 9 - 10 cards ) that do anything you please .
6017,Approximately half of your deck should be magic and traps .,Approximately half of your deck should be spells and traps .
6018,Yu Gi Oh is a great but difficult game with an overwhelming choice of cards .,Yu-Gi-Oh ! is a great yet difficult game with an overwhelming choice of cards .
6019,Think about what other girls at your school are wearing .,Pay attention to what other girls at your school are wearing .
6020,Incorporate your hobbies or personal passions into your new style .,Showcase your hobbies or personal passions in your new style .
6021,"These type of bills [ electric , phone , gas and cable ] are being looked at by the credit bureaus .","These type of bills [ electric , phone , gas and cable ] are often reported to credit bureaus ."
6022,How to Follow the Curly Girl Method for Curly Hair,See Follow the Curly Girl Method for Curly Hair .
6023,How to Follow the Curly Girl Method for Curly Hair,See Follow the Curly Girl Method for Curly Hair .
6024,"But when you wash your hair daily , your actually stripping it of its natural oils resulting in it being dry and frizzy .","But when you wash your hair daily , you 're actually stripping it of its natural oils , resulting in it turning dry and frizzy ."
6025,"Paris has three airports : Charles de Gaulle ( CDG ) , Orly ( ORY ) and Beauvais ( BVA ) .","Know that Paris has three airports : Charles de Gaulle ( CDG ) , Orly ( ORY ) and Beauvais ( BVA ) ."
6026,Bait should be placed along a bear 's natural movement corridor .,Place the bait along a bear 's natural movement corridor .
6027,How to Draw a Wolf,How to Hunt Like a Wolf
6028,eye color .,Pick an eye color .
6029,Do n't be a douche-bag .,Do n't be rude .
6030,Smile ! Looking serious and cold is a major turn off .,Looking serious and cold is a major turn off .
6031,"Note : There will be a tiny bit of light bleed through where the headphones were , so you might want to add something small where headphones were to block out light .","There will be a tiny bit of light bleeding through where the headphones were , so you might want to add something small where headphones were to block out light ."
6032,"I taped the new wires out of the way to make sure they do n't get in the way of the dial mechanism , not sure if it was needed .","You can tape the new wires out of the way to make sure they do n't get in the way of the dial mechanism , but that may not be needed ."
6033,Have a Secret Santa .,Do a Secret Santa
6034,"OBJECTIVE - Make sure you think about and understand what it is you are trying to change and makee sure it is of true benefit , not just because it led to bad luck for you .","Make sure you think about and understand what it is you are trying to change and make sure it is of true benefit , not just because it led to bad luck for you ."
6035,"PERSUASIVE - revolutionaries need to be persuasive to change public opinion , people are usually reluctant to embrace change , u need to make it easy for them .","Revolutionaries need to be persuasive to change public opinion , people are usually reluctant to embrace change , you need to make it easy for them ."
6036,) Set a date and time for the webinar and ask the participants to confirm their attendance .,Set the date and time for the webinar and ask the participants to confirm their virtual attendance .
6037,Laptops are more popular .,Laptops are getting very popular .
6038,"Laptop - screen of 13 "" - 15 "" / 33.3cm-38.1cm. This is of medium weight , is still thin and light , and is able to hold a lot of memory .","Laptop - with a screen of 13 "" - 15 "" / 33.3cm-38.1cm. This is of medium weight , is still thin and light , and is able to hold a lot of memory ."
6039,"Top brands are Asus , Toshiba and Gateway .","Top brands include Asus , Toshiba and Gateway ."
6040,Generalized electronics stores that sell everything from fridges to computers but have staff with specialized computer knowledge,Generalized electronics stores that sell everything from fridges to computers rarely have staff with specialized computer knowledge
6041,Macs tend to cost more for relatively the same hardware / features .,Macs cost more for relatively the same hardware / features .
6042,"Work out how many USB ports are in place for adding your peripherals ( memory sticks , iPod , Firewire , etc. ) .","How many USB ports are in place for adding your peripherals ( memory sticks , iPod , Firewire , etc. ) ."
6043,How to Achieve As a Teen,How to Enjoy Life As a Teen
6044,"Being low maintenance not only makes you a helpful and polite person , but it also helps other people who are close to you live their life easier .","Being low maintenance not only makes you a helpful and polite person , it also helps other people who are close to you live their lives easier ."
6045,These are difficult financial times for both parents and teens .,We are living in difficult financial times for both parents and teens .
6046,"Of all the things to worry about on your wedding day , your Florida marriage license does n't need to be one of them .","Of all the things to worry about on your wedding day , your Florida marriage license should not be one of them ."
6047,"By getting your marriage license application done in advance , that will be one thing off your mind as you prepare for your wedding day .",Get your marriage license application done in advance so you will have one less thing on your mind as you prepare for your wedding day .
6048,"If you don 't , you will have to reapply .","If you don 't , you 'll need to reapply ."
6049,"Fish unlikely to be housed with the dwarf gourami is : Betta fish , Other Gouramis , and other Anatibids or fish with long fins and vibrant colors .","Fish unlikely to do well with dwarf gourami : Betta fish , Other Gouramies , and other Anatibids or fish with long fins and vibrant colors ."
6050,Other foods like frozen plankton will give the gourami it 's appropriate nutrition .,Other foods like frozen plankton do provide gouramies with appropriate nutrition .
6051,"They then return around 3 : 00 p.m. and work until about 6 : 00 p.m. , or later in some cases .","They then re-open from 3 : 00 p.m. until about 6 : 00 p.m. , or later in some cases ."
6052,"Do this after applying foundation , so you do n't use too much .",Use the concealer after foundation so you do n't use too much .
6053,Use concealer now on blemishes and pimples .,Now apply concealer to blemishes and pimples .
6054,A very light amount ... or use the applicator tip .,"Use a very light amount , or use the applicator tip ."
6055,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6056,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6057,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6058,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6059,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6060,Make sure your foundation matches your skin tone .,Apply a foundation that matches your skin tone .
6061,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6062,"To see what type of skin you have : Oily , combination , normal , dry , etc. Many cosmetic counters have someone there that can do a preliminary analysis of your skin .","Determine what type of skin you have : Oily , combination , normal , dry , etc. Many cosmetic counters have someone there that can do a preliminary analysis of your skin ."
6063,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6064,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6065,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6066,It is easier to start light and add more as you need it .,It 's best to start light and add more as you need it .
6067,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6068,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6069,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6070,Make sure your foundation matches your skin tone .,Apply a sheer foundation that matches your skin tone .
6071,"Follow the advice of your vet : Based on the annual examination , your vet may make suggestions regarding diet , dietary supplements , and exercise , for example .","Heed any advice from your vet : Based on the annual examination , your vet may make suggestions regarding diet , dietary supplements , and exercise , for example ."
6072,Remember that you cannot kick or punch the police car door .,It 's not very smart to kick or punch the police car door .
6073,"If your in their car in the first place , your already going to jail , you do n't want to make things any worse for yourself .","If you 're in their car in the first place , you 're already going to jail , you do n't want to make things any worse for yourself ."
6074,step 4-asking him to go the dance with you .,Ask him to go the dance with you .
6075,Sometimes we will mix in some Ecoearth ( or Bed-a-beast ) which is shreaded coconut husk or just use Ecoearth by its self .,You might want to mix in some Ecoearth ( or Bed-a-beast ) which is shredded coconut husk or just use Ecoearth by itself .
6076,Buy a hygrometer ( humidity guauge ) and thermometer .,a hygrometer ( humidity guage ) and thermometer
6077,Buy a hygrometer ( humidity gauge ) and thermometer .,A hygrometer ( humidity gauge ) and thermometer
6078,"If you keep them in a position where they are n't going to fall , they likely wo n't pinch .",Keep them in a position where they are n't going to fall and they likely wo n't pinch .
6079,If your hermit crab is starting to shed keep an eye on it because it could be dead and you wo n't even know it is .,"If your hermit crab is starting to shed , keep an eye on it because it could be dead and you would n't even know it ."
6080,Buy a hygrometer ( humidity gauge ) and thermometer .,A hygrometer ( humidity gauge ) and thermometer
6081,Buy a hygrometer ( humidity gauge ) and thermometer .,A hygrometer ( humidity gauge ) and thermometer
6082,Buy a hygrometer ( humidity gauge ) and thermometer .,A hygrometer ( humidity gauge ) and thermometer
6083,"REMEMBER , Do n't drop the crab it could lead to injures or death",Do n't drop the crab it could lead to injures or death
6084,"These creatures are fascinating , very loving , and active .","These creatures are very loving , and active ."
6085,"Others like to use their face as a canvas , so feel free to experiment .","However , others prefer to use their face as a canvas , so feel free to experiment ."
6086,Prepare to bring your new dog home .,Pay fees and bring your new dog home .
6087,How to Rebound from a Break Up,How to Get Over a Break Up
6088,"After snapping off the ends , rinse the beans .",Start snapping off the ends of the beans .
6089,An excercise pen .,Build an excercise pen .
6090,You can build a pen outside if your lawn is n't fertilized or has other animals using it .,You put the pen outside if your lawn is n't fertilized and does n't have other animals using it .
6091,Fresh fruits and vegetables .,Give them fresh fruits and vegetables .
6092,Desex your dwarf rabbit between 4 and 6 months of age .,Spay a female dwarf rabbit between 4 and 8 months of age .
6093,Focus on your facial muscles .,Be aware of your facial muscles .
6094,You will get a square with a hole on the side of it .,The result will be a square with a hole on the side of it .
6095,At the top of the screen it will say ' Achieved Badges ' .,At the top of the box there 's an ' Achieved Badges ' tab .
6096,"The longer they wait , the higher your value ! The more respect they have for you .","The longer he waits , the higher your value , and the more respect he will have for you ."
6097,"Before selecting a program , sit down with an academic advisor to determine if any of your previous education or experience is eligible .","Before selecting a program , meet with an academic advisor to determine if any of your previous education or experience is eligible ."
6098,Locate the number of characters you typed .,Figure out the number of characters you typed .
6099,Divide the number of characters you typed by 5 .,Figure out the number of characters you typed .
6100,Earn a bachelor 's degree .,Obtain a bachelor 's degree in astrophysics .
6101,"That is , you can create value by coming up with a good idea and convincing others of the value of that idea without actually putting in or earning any money .",You can create value by simply coming up with a good idea and convincing others of the value of that idea without actually putting in or earning any money .
6102,You have met the breeder and know they are right for you .,Make sure you have met the breeder and know they are right for you .
6103,"You have seen and reserved the right cat for you , and seen its parent ( s ) .","Make sure you have seen and reserved the right cat for you , and seen its parent ( s ) ."
6104,Calculate the Standard Deviation .,Find the Standard Deviation .
6105,Here are a few tips for creating a wonderful life :,This article explains a few tips for creating a wonderful life .
6106,Learn to recognize the signs of overstimulation .,Recognize the signs of overstimulation .
6107,"How are you today ? ""","How are you ? """
6108,"First , come up with what success means to you .","First , decide what success means to you ."
6109,Chances are HIGH one of them will reply if you say something unique about them or their music along with their lovely personas !,Chances are high that one of them will reply if you say something unique about them or their music along with their lovely personas !
6110,If I have a gut feeling its something worse then I see if I can get an appointment that same day .,"If you have a gut feeling it 's something worse , then see if you can get an appointment that same day ."
6111,Do n't claim to know or understand what someone is going through .,Avoid claiming to know or understand what someone is going through .
6112,Hot flashes are sudden temporary episodes of heat that feel like a sudden fever .,Hot flashes are sudden temporary increases in body temperature that feel like a sudden fever .
6113,Apply cool water onto your face .,Splash cool water on your face .
6114,How to Convince Your Parents to Buy You a PlayStation 3,How to Persuade Your Parents to Buy You a PlayStation Console
6115,"If you 're not courteous to other drivers , then you do n't belong on the road .","If you 're not courteous to other drivers , then you are unfit for the road ."
6116,Traffic and Crash Avoidance Traffic and Crash Avoidance,Texas Defensive Driving Traffic and Crash Avoidance
6117,There 's always side-streets and parking areas where people can just pull out without you noticing .,There are side-streets and parking areas where people can just pull out without noticing .
6118,"More fast , more distant .","Remember , more fast , more distant ."
6119,"If you 're searching for a certain song on your radio , try to keep your eyes on the road .","If you 're searching for a certain song on your radio , keep your eyes on the road ."
6120,"Click "" Start Shopping .",Start Shopping .
6121,Does he REALLY want to hook up with the hottest chick in the bar ?,Does he really need to hook up with the hottest chick in the bar ?
6122,Do n't get distracted .,Do n't get too wasted .
6123,Work interference if necessary .,Provide interference if necessary .
6124,"That 's all good and fine , but not tonight , if you want to be a good wingman .","That 's all well and good , but not tonight , if you want to be a good wingman ."
6125,An hour is actually a long time to wait .,An hour is the maximum amount of time to wait .
6126,It 's not okay to be obsessed with how you look .,"It 's not good to be obsessed with how you look , though ."
6127,It 's not good to constantly worry about your body .,"However , do n't constantly worry about your body ."
6128,"Remember that even if you are mean , people wo n't necessarily respect you / like you more .","Even if you are mean , people wo n't necessarily respect you / like you more ."
6129,Girls - Head - sidetide of any color or flutterbye of any color .,Head - sidetide of any color or flutterbye of any color .
6130,Show them the positive results of their work .,Celebrate the positive results of someone 's work .
6131,"Peyton hears alot of punk , rock and songs with feelings .","Peyton listens to alot of punk , rock and alternative bands ."
6132,The train moves like the wind .,The train should move like the wind .
6133,Put on the finishing touches .,Add the finishing touches .
6134,Start learning to be quiet ( shut up ) and talk only when spoken to .,Learn to be quiet ( shut up ) and talk only when spoken to .
6135,"Point of forum / community is to share thoughts , ask questions and discuss topics , not have 65405 posts and 485 topics with 6584 replies .","The point of forums / communities are to share thoughts , ask questions and discuss topics , not have 65,405 posts and 485 topics with 6,584 replies ."
6136,If you are not I suggest that you try something else .,If you are not maybe you try something else .
6137,If you are left handed aim for the arrow to the left .,If you 're right handed then aim for the arrow to the right .
6138,How to Bowl,How to Bowl a Strike
6139,How to Bowl,How to Bowl a Strike
6140,"Knowing how bowling is actually scored can help you decide which pins to go for , and when .",Knowing how bowling is actually scored helps you decide which pins to go for and when .
6141,"By joining a bowling league , you can save money because they usually bowl 3 games , have practice , and coaches to assist you .","Join a bowling league , you can become more consistent because they usually bowl 3 games , have practice , and coaches to assist you ."
6142,"( If choose Displayed Everywhere , the widget will be displayed on every page of your website .","If the Displayed Everywhere option is chosen , the widget will be displayed on every page of your website ."
6143,"availability of the Number of seats you want ( 04 seats in our example ) , because the price advertised in "" per passenger "" and there may not be enough seats for that price .","check for availability of the Number of seats you want ( 04 seats in our example ) , because the price advertised in "" per passenger "" and there may not be enough seats for that price ."
6144,"Compare fares by calling in to the agency / advertiser : Do not just browse on-line search results , make sure you call and check the agency offering the deals for actual availability .","Confirm fares by calling the agency / advertiser : Do not just browse on-line search results , make sure you call and check the agency offering the deals for actual availability ."
6145,If you ca n't buy clothes it 's totes ok dude .,"If you ca n't buy clothes it 's totally okay , dude ."
6146,It 's funner than it sounds .,It 's more fun than it sounds .
6147,"Let me show you how bad this trope is : So , the hero met a cute , kind , funny girl , with great character development , a character who feels overall real and human .","Here is how bad this trope is : So , the hero met a cute , kind , funny girl , with great character development , a character who feels overall real and human ."
6148,"I do n't mind if you want to build a romance , but must you do this ALL the time ?","It 's fine if you want to build a romance , but must you do this all the time ?"
6149,Show readers that women do n't need men to be happy .,"Remember , men do n't need women to be happy either ."
6150,"Experts advise waiting until mid-October to book flights for Christmas and other winter holidays , since deals will get more competitive then than earlier in the year .","It 's best to wait until mid-October to book flights for Christmas and other winter holidays , since deals will get more competitive then than earlier in the year ."
6151,"For Thanksgiving , you could fly home on the Monday or Tuesday before , instead of on the weekend .","For Thanksgiving , you could depart on the Monday or Tuesday before , instead of on the weekend ."
6152,Type in your Gmail address and your password .,Enter your Gmail email address and password .
6153,Go to the Chrome web store at Chrome.google.com .,Visit the Chrome web store in Google Chrome .
6154,"However , this Photoshop technique does not create true depth as it blurs everything in the background uniformly rather than independently based on distance from the lens .",Keep in mind that this technique does not create true depth - it blurs everything in the background uniformly rather than independently based on distance from the lens .
6155,"Use a camera with a large imaging plate / chip , such as a 35mm film camera .","Camera with a large imaging plate / chip , such as a 35mm film camera ."
6156,Print an application to mail or fax .,Apply by mail or fax .
6157,Get cardboard boxes .,Find suitable cardboard boxes .
6158,Adding a moat around the castle .,Create a moat around the castle .
6159,Check photos or illustrations of real castles for inspiration and create a design on paper .,Look at photos or illustrations of real castles for inspiration and create a design on paper .
6160,"To create a drawbridge effect , attach a piece of string to each side of the top of the black doorway .","To create a drawbridge effect , glue a piece of string to each side of the top of the black doorway ."
6161,Attach the other end of the strings to top of the bridge on each side .,Glue the other end of the strings to top of the bridge on each side .
6162,Slide each turret over a corner of the box .,Wedge each turret onto a corner of the box .
6163,My name is .,My name is Jermel carter .
6164,My name is .,My name is Jermel carter .
6165,Send an email to support@uber.com .,Address the email to support@uber.com .
6166,Visit the account deletion site .,Open Uber 's account deletion site .
6167,"Enter a reason into the "" Share details "" field .","Type an answer into the "" Share details "" field ."
6168,A Cross Bar : This is a type of upright fence .,Upright ( Vertical ) : This is a type of upright fence .
6169,Upright ( Vertical ) : This is a type of upright fence .,A Cross Rail : This is a type of upright fence .
6170,The distance between jumps is measured in strides .,Measure the distance between jumps in a combination in strides .
6171,"This is can be double or treble bar , which with need 2 and 3 pairs of wings respectively .","This is can be double or treble bar , with need 2 and 3 pairs of wings respectively ."
6172,Ascending Oxer ( Staircase ) : This is a type of spread fence .,Pyramid ( Tigertrap ) : This is a type of spread fence .
6173,True Parallel ( Square Oxer ) : This is a type of spread fence .,Pyramid ( Tigertrap ) : This is a type of spread fence .
6174,6 cm x 10 cm = 60 cm. Do n't forget to state your answer in cubic units since you 're working with volume .,So : 3 cm x 4 cm = 12 cm. Do n't forget to state your answer in square units since you 're working with area .
6175,How to Find the Volume of a Square Pyramid,Calculate the Volume of a Square Pyramid
6176,tell them to pick one and write it down .,Ask your partner to pick one and write it down .
6177,Learn to not fade away as you get to a difficult dance break or if you must spin away from the audience .,Do n't fade away as you get to a difficult dance break or if you must spin away from the audience .
6178,Add chopped fresh coriander leaves .,/ 4 cup chopped fresh coriander leaves
6179,Add chopped green chilies .,slit and chopped green chilies
6180,OMG ! Wanna be Neon Animal ?,Want to be Neon Animal ?
6181,I know an easy way to make your pet food .,There 's an easy way to make your pet food .
6182,"if someone offers you something you do n't want , do n't tell them something mean like "" NO "" or "" That offer is terrible .","if someone offers you something you do n't want , do n't say things like , "" NO "" or "" that offer is terrible ."
6183,"If you 've been diagnosed with Lyme disease , you may be concerned about its long-term effects .","If you 've been diagnosed with Lyme disease , you may worry about its long-term effects ."
6184,Adding mascara and / or false lashes completes any eye look .,Adding mascara and false lashes complete any eye look .
6185,"Click "" Create filter "" and all future emails from that sender will be sent straight to the trash .","When ready , press Create filter and all future emails from that sender will be sent straight to the trash"
6186,Select a message from the sender that you want to block .,Open a message you received that you want to block .
6187,Tip : Check the Apply filter to matching conversations to clean previous messages that match your filter from your inbox .,Check the Apply filter to matching conversations to clean previous messages that match your filter from your inbox .
6188,Spend more time with your friend .,Schedule one-on-one time with your friend .
6189,"Example : "" Kaja , I need to talk with you .",""" Kaja , I need to talk with you ."
6190,She 's way older than her young teen fans who want to be like her so do n't always hope you can be exactly like her .,Remember that she 's way older than her young teen fans who want to be like her so do n't always hope you can be exactly like her .
6191,"When Hilary Duff changed her sweet girl look to a more sophisticated look as of 2008 , you do n't have to be so critical .","When Hilary Duff changed her sweet girl look to a more sophisticated look , in 2008 , there is no need to be critical ."
6192,"However it is ideal to suggest that a young fan can imitate the sweet Hilary , when she was 13 - 18 years old .","However , it is probably best to suggest that a young fan should imitate the sweet Hilary , when she was 13 - 18 years old ."
6193,"Single women who are also perhaps mothers , friends , credit card jugglers , car-poolers , entrepreneurs , lovers , workers , gardeners , even grandmothers .","Divorced girls who are also perhaps mothers , friends , debit card jugglers , car-poolers , entrepreneurs , lovers , workers , haters , gardeners , even grandmothers ."
6194,Think of a topic that you want to write about .,You can also choose a topic that you want to write about .
6195,"Do you find yourself saying things like : "" As soon as I can find some time , I am going to write a book .","You might have found yourself saying things like : "" As soon as I can find some time , I am going to write a book ."
6196,"You will have more ideas when you open yourself to more experiences , so the best way to get an idea for a book is to go out and do things .","Ideas will come when you open yourself to more experiences , so the best way to get an idea for a book is to go out and do things ."
6197,"As technology develops , the number of options become greater and greater .","As technology develops , the number of choices becomes greater and greater ."
6198,"If the ball comes wide , do not touch it .","If the ball comes wide , do not try to touch it ."
6199,"If the ball comes wide , do not try to touch it .","If the ball comes wide , step across and leave the ball ."
6200,Timing is more important than strength .,Remember that timing is more important than strength .
6201,"Give your compost a little stir with a stick , making sure to cover your food scraps with dirt .","Stir your compost with a strong pole or tool , making sure to cover your food scraps with dirt ."
6202,The height of the rectangle will be the height of your bin .,The length of the rectangle will be the circumference of your bin .
6203,The height of the rectangle will be the height of your bin .,The length of the rectangle will be the diameter of your bin .
6204,Inform your patient they can remove the bandage later that day .,Tell your patient they can remove the bandage later that day .
6205,"If your patient complains of swelling , redness , pain , itching , or mild bleeding at the injection site , assure them this is normal .","If your patient complains of swelling , redness , pain , itching , or mild bleeding at the injection site , let them know this is normal ."
6206,Then provide medical management to make them feel more comfortable :,Then take steps to make them feel more comfortable :
6207,"step1 : you need tape , scissors , 7 sheets of paper","You need tape , scissors , 7 sheets of paper"
6208,"( for me , 1 half hour of fighting )","( approximately , 1 half hour of fighting )"
6209,Do n't be a bitch,Do n't be super jealous .
6210,And make sure to keep up with your own interests as well .,"Also , be sure to keep up with your own interests as well ."
6211,Make sure you both still spend time doing things on your own with your own friends .,You should both still spend time doing things on your own or with your own friends .
6212,"Likewise , if you had a big fight or they did something that upset you , stop yourself before you tell the whole world about that , too .","Likewise , if you had a big fight or they did something that upset you , do n't tell the whole world about that , too ."
6213,Soldering the Remote Receiver,Mount the Remote Receiver .
6214,Soldering the Remote Receiver,Mount the Remote Receiver .
6215,I suggest living in a houseboat since you can move to different spots on the ocean .,Living in a houseboat since you can move to different spots on the ocean .
6216,"use darker colors , on the eyes .",Try using darker colors on the eyes .
6217,"Jeans may be black or pastel colored , and you can also buy distressed jeans and leggings .","Look for black or pastel colored jeans , and you can also buy distressed jeans and leggings ."
6218,"If you are concerned with whether or not your diamond has funded human rights violation at any stage along the production pipeline , consider asking your jeweler the following questions :","If you are concerned with whether or not your diamond has funded human rights violation at any stage along the production pipeline , ask your jeweler the following questions :"
6219,"If the humidity drops below 40 percent , the tree will stop dropping leaves .","If the humidity falls below 40 percent , the tree will drop leaves ."
6220,Call a bail bondsman .,Pay bail through a bail bondsman .
6221,Its easy to try and ' cure ' social anxiety as if it were a minor ailment .,"People can try to "" cure "" social anxiety as if it were a minor ailment ."
6222,"To get a job in the country , you have to obtain a work Visa through the Skilled Migration Programme or Working Holiday Visa Programme .","To get a job in the country , you must obtain a work Visa through the Skilled Migration Programme or Working Holiday Visa Programme ."
6223,Some colleges include that offer accredited programs are :,Some colleges that offer accredited programs are :
6224,Interview with law firms .,Apply to law firms .
6225,"Depending on your salary requirements , you may or may not need much experience to be a paralegal .","Depending on your salary requirements , you may not need a great deal of experience to be a paralegal ."
6226,You may learn how to specifically handle the following :,You may want to learn how to specifically handle the following :
6227,"Also , it should be flying through the air quick enough so that any opponent player cannot intercept it .","Pass firmly , as it should be flying through the air quick enough so that any opponent player cannot intercept it ."
6228,Look for the beads you need and try to negotiate their price with the seller ; this wo n't work all the time but it 's worth trying .,It 's a good idea to try to negotiate their price with the seller ; this wo n't work all the time but it 's worth trying .
6229,Now go home and enjoy beading with the bulk beads you just purchased .,"Once home , enjoy beading with the bulk beads you just purchased ."
6230,Get 6 cardboard squares into Tardis shaped panels,Cut about 6 cardboard squares into panels .
6231,I suggest them for anything longer than a day hike but some people do n't use them at all .,They 're a good choice for anything longer than a day hike but some people do n't use them at all .
6232,I recommend one pair for every five days one the trail .,You 'll probably want one pair for every five days one the trail .
6233,"But let me warn you becoming the "" it "" girl is different from being popular .","But be warned : becoming the "" it "" girl is different from being popular ."
6234,"High-protein food : beef heart , blood worms and spinach","For instance , beef heart , blood worms and spinach ."
6235,"I know its hard to completely let go of your personal identity and let her in to every aspect of your world , but that is what it will take for them to trust .","Its hard to completely let go of your personal identity and let her in to every aspect of your world , but that is what it will take for them to trust ."
6236,If you wish you stick it out with your partner that is ... and cut off all ties to the ' lover ' .,If you wish to stick it out with your partner that is you must cut off all ties to the ' lover ' .
6237,"Do n't set a time limit for how long your spouse is "" allowed "" to remain hurt or angry .","Patience Do n't set a time limit for how long your wife is "" allowed "" to remain hurt or angry ."
6238,"Patience - do n't set a time limit for how long your partner is "" allowed "" to remain hurt or angry .","do n't set a time limit for how long your partner is "" allowed "" to remain hurt or angry ."
6239,"Understand - in situations like this , emotions will run deep and strong .","In situations like this , emotions will run deep and strong ."
6240,"If you want to be a clan kit , change into a lynx .","If you want to be a clan kit , lynxes and bunnies work well ."
6241,"Failing that , a black cat will also do .","Failing that , a black cat is just as good ."
6242,Write down the formula for finding the volume of a cube .,= = for finding the volume of a cube .
6243,Monty PythonIt can be difficult for people to get their point accross without hurting one another in the process .,Monty Python on ArgumentsIt can be difficult for people to get their point accross without hurting one another in the process .
6244,The rushing greats like the Sandy Ravage 's and the Agoniizing 's usually run 10 sensitivity 's .,The rushing greats like the sandy ravage 's and the agonizing usually run 10 sensitivity 's .
6245,First thing is first you wanna find lots of snow .,First thing you have to do it find lots of snow .
6246,Qualify - You must be at least 18 years of age and hold a high school diploma or its equivalent .,You must be at least 18 years of age and hold a high school diploma or its equivalent .
6247,"Apply - Submit a completed application , electronic fingerprints , and appropriate fee to FREC .","Submit a completed application , electronic fingerprints , and appropriate fee to FREC ."
